Year,Month,Day,Date,Claims
1982,10,9,10/9/1982,651000
1982,10,16,10/16/1982,656000
1982,10,23,10/23/1982,623000
1982,10,30,10/30/1982,637000
1982,11,6,11/6/1982,589000
1982,11,13,11/13/1982,599000
1982,11,20,11/20/1982,577000
1982,11,27,11/27/1982,612000
1982,12,4,12/4/1982,557000
1982,12,11,12/11/1982,533000
1982,12,18,12/18/1982,516000
1982,12,25,12/25/1982,489000
1983,1,1,1/1/1983,534000
1983,1,8,1/8/1983,510000
1983,1,15,1/15/1983,479000
1983,1,22,1/22/1983,479000
1983,1,29,1/29/1983,503000
1983,2,5,2/5/1983,501000
1983,2,12,2/12/1983,486000
1983,2,19,2/19/1983,487000
1983,2,26,2/26/1983,481000
1983,3,5,3/5/1983,495000
1983,3,12,3/12/1983,475000
1983,3,19,3/19/1983,470000
1983,3,26,3/26/1983,481000
1983,4,2,4/2/1983,491000
1983,4,9,4/9/1983,496000
1983,4,16,4/16/1983,515000
1983,4,23,4/23/1983,488000
1983,4,30,4/30/1983,490000
1983,5,7,5/7/1983,494000
1983,5,14,5/14/1983,464000
1983,5,21,5/21/1983,460000
1983,5,28,5/28/1983,454000
1983,6,4,6/4/1983,459000
1983,6,11,6/11/1983,442000
1983,6,18,6/18/1983,434000
1983,6,25,6/25/1983,442000
1983,7,2,7/2/1983,422000
1983,7,9,7/9/1983,412000
1983,7,16,7/16/1983,396000
1983,7,23,7/23/1983,395000
1983,7,30,7/30/1983,415000
1983,8,6,8/6/1983,415000
1983,8,13,8/13/1983,457000
1983,8,20,8/20/1983,445000
1983,8,27,8/27/1983,426000
1983,9,3,9/3/1983,411000
1983,9,10,9/10/1983,403000
1983,9,17,9/17/1983,405000
1983,9,24,9/24/1983,416000
1983,10,1,10/1/1983,413000
1983,10,8,10/8/1983,406000
1983,10,15,10/15/1983,394000
1983,10,22,10/22/1983,394000
1983,10,29,10/29/1983,404000
1983,11,5,11/5/1983,395000
1983,11,12,11/12/1983,390000
1983,11,19,11/19/1983,387000
1983,11,26,11/26/1983,398000
1983,12,3,12/3/1983,365000
1983,12,10,12/10/1983,368000
1983,12,17,12/17/1983,362000
1983,12,24,12/24/1983,377000
1983,12,31,12/31/1983,372000
1984,1,7,1/7/1984,356000
1984,1,14,1/14/1984,351000
1984,1,21,1/21/1984,333000
1984,1,28,1/28/1984,364000
1984,2,4,2/4/1984,342000
1984,2,11,2/11/1984,338000
1984,2,18,2/18/1984,334000
1984,2,25,2/25/1984,343000
1984,3,3,3/3/1984,347000
1984,3,10,3/10/1984,346000
1984,3,17,3/17/1984,349000
1984,3,24,3/24/1984,346000
1984,3,31,3/31/1984,341000
1984,4,7,4/7/1984,381000
1984,4,14,4/14/1984,357000
1984,4,21,4/21/1984,364000
1984,4,28,4/28/1984,375000
1984,5,5,5/5/1984,365000
1984,5,12,5/12/1984,368000
1984,5,19,5/19/1984,354000
1984,5,26,5/26/1984,354000
1984,6,2,6/2/1984,355000
1984,6,9,6/9/1984,369000
1984,6,16,6/16/1984,361000
1984,6,23,6/23/1984,362000
1984,6,30,6/30/1984,360000
1984,7,7,7/7/1984,366000
1984,7,14,7/14/1984,360000
1984,7,21,7/21/1984,357000
1984,7,28,7/28/1984,359000
1984,8,4,8/4/1984,382000
1984,8,11,8/11/1984,380000
1984,8,18,8/18/1984,401000
1984,8,25,8/25/1984,395000
1984,9,1,9/1/1984,385000
1984,9,8,9/8/1984,402000
1984,9,15,9/15/1984,393000
1984,9,22,9/22/1984,395000
1984,9,29,9/29/1984,402000
1984,10,6,10/6/1984,403000
1984,10,13,10/13/1984,410000
1984,10,20,10/20/1984,439000
1984,10,27,10/27/1984,425000
1984,11,3,11/3/1984,423000
1984,11,10,11/10/1984,393000
1984,11,17,11/17/1984,383000
1984,11,24,11/24/1984,429000
1984,12,1,12/1/1984,401000
1984,12,8,12/8/1984,383000
1984,12,15,12/15/1984,386000
1984,12,22,12/22/1984,379000
1984,12,29,12/29/1984,379000
1985,1,5,1/5/1985,369000
1985,1,12,1/12/1985,387000
1985,1,19,1/19/1985,359000
1985,1,26,1/26/1985,368000
1985,2,2,2/2/1985,386000
1985,2,9,2/9/1985,401000
1985,2,16,2/16/1985,390000
1985,2,23,2/23/1985,390000
1985,3,2,3/2/1985,374000
1985,3,9,3/9/1985,385000
1985,3,16,3/16/1985,386000
1985,3,23,3/23/1985,373000
1985,3,30,3/30/1985,386000
1985,4,6,4/6/1985,405000
1985,4,13,4/13/1985,411000
1985,4,20,4/20/1985,391000
1985,4,27,4/27/1985,386000
1985,5,4,5/4/1985,390000
1985,5,11,5/11/1985,394000
1985,5,18,5/18/1985,391000
1985,5,25,5/25/1985,396000
1985,6,1,6/1/1985,393000
1985,6,8,6/8/1985,403000
1985,6,15,6/15/1985,390000
1985,6,22,6/22/1985,386000
1985,6,29,6/29/1985,390000
1985,7,6,7/6/1985,395000
1985,7,13,7/13/1985,386000
1985,7,20,7/20/1985,370000
1985,7,27,7/27/1985,362000
1985,8,3,8/3/1985,407000
1985,8,10,8/10/1985,402000
1985,8,17,8/17/1985,399000
1985,8,24,8/24/1985,405000
1985,8,31,8/31/1985,409000
1985,9,7,9/7/1985,426000
1985,9,14,9/14/1985,408000
1985,9,21,9/21/1985,401000
1985,9,28,9/28/1985,399000
1985,10,5,10/5/1985,405000
1985,10,12,10/12/1985,400000
1985,10,19,10/19/1985,400000
1985,10,26,10/26/1985,418000
1985,11,2,11/2/1985,398000
1985,11,9,11/9/1985,397000
1985,11,16,11/16/1985,397000
1985,11,23,11/23/1985,382000
1985,11,30,11/30/1985,393000
1985,12,7,12/7/1985,399000
1985,12,14,12/14/1985,382000
1985,12,21,12/21/1985,370000
1985,12,28,12/28/1985,390000
1986,1,4,1/4/1986,362000
1986,1,11,1/11/1986,397000
1986,1,18,1/18/1986,364000
1986,1,25,1/25/1986,344000
1986,2,1,2/1/1986,364000
1986,2,8,2/8/1986,366000
1986,2,15,2/15/1986,358000
1986,2,22,2/22/1986,390000
1986,3,1,3/1/1986,375000
1986,3,8,3/8/1986,366000
1986,3,15,3/15/1986,382000
1986,3,22,3/22/1986,387000
1986,3,29,3/29/1986,396000
1986,4,5,4/5/1986,381000
1986,4,12,4/12/1986,388000
1986,4,19,4/19/1986,383000
1986,4,26,4/26/1986,391000
1986,5,3,5/3/1986,392000
1986,5,10,5/10/1986,395000
1986,5,17,5/17/1986,384000
1986,5,24,5/24/1986,386000
1986,5,31,5/31/1986,373000
1986,6,7,6/7/1986,375000
1986,6,14,6/14/1986,369000
1986,6,21,6/21/1986,367000
1986,6,28,6/28/1986,371000
1986,7,5,7/5/1986,371000
1986,7,12,7/12/1986,361000
1986,7,19,7/19/1986,354000
1986,7,26,7/26/1986,362000
1986,8,2,8/2/1986,416000
1986,8,9,8/9/1986,416000
1986,8,16,8/16/1986,407000
1986,8,23,8/23/1986,397000
1986,8,30,8/30/1986,401000
1986,9,6,9/6/1986,400000
1986,9,13,9/13/1986,394000
1986,9,20,9/20/1986,399000
1986,9,27,9/27/1986,389000
1986,10,4,10/4/1986,391000
1986,10,11,10/11/1986,387000
1986,10,18,10/18/1986,385000
1986,10,25,10/25/1986,370000
1986,11,1,11/1/1986,364000
1986,11,8,11/8/1986,349000
1986,11,15,11/15/1986,368000
1986,11,22,11/22/1986,369000
1986,11,29,11/29/1986,366000
1986,12,6,12/6/1986,363000
1986,12,13,12/13/1986,375000
1986,12,20,12/20/1986,350000
1986,12,27,12/27/1986,345000
1987,1,3,1/3/1987,323000
1987,1,10,1/10/1987,348000
1987,1,17,1/17/1987,341000
1987,1,24,1/24/1987,346000
1987,1,31,1/31/1987,370000
1987,2,7,2/7/1987,368000
1987,2,14,2/14/1987,338000
1987,2,21,2/21/1987,341000
1987,2,28,2/28/1987,348000
1987,3,7,3/7/1987,337000
1987,3,14,3/14/1987,335000
1987,3,21,3/21/1987,335000
1987,3,28,3/28/1987,326000
1987,4,4,4/4/1987,330000
1987,4,11,4/11/1987,338000
1987,4,18,4/18/1987,349000
1987,4,25,4/25/1987,328000
1987,5,2,5/2/1987,330000
1987,5,9,5/9/1987,315000
1987,5,16,5/16/1987,341000
1987,5,23,5/23/1987,343000
1987,5,30,5/30/1987,326000
1987,6,6,6/6/1987,328000
1987,6,13,6/13/1987,316000
1987,6,20,6/20/1987,319000
1987,6,27,6/27/1987,326000
1987,7,4,7/4/1987,326000
1987,7,11,7/11/1987,317000
1987,7,18,7/18/1987,310000
1987,7,25,7/25/1987,324000
1987,8,1,8/1/1987,348000
1987,8,8,8/8/1987,327000
1987,8,15,8/15/1987,319000
1987,8,22,8/22/1987,312000
1987,8,29,8/29/1987,322000
1987,9,5,9/5/1987,316000
1987,9,12,9/12/1987,297000
1987,9,19,9/19/1987,309000
1987,9,26,9/26/1987,317000
1987,10,3,10/3/1987,301000
1987,10,10,10/10/1987,308000
1987,10,17,10/17/1987,301000
1987,10,24,10/24/1987,301000
1987,10,31,10/31/1987,289000
1987,11,7,11/7/1987,297000
1987,11,14,11/14/1987,307000
1987,11,21,11/21/1987,317000
1987,11,28,11/28/1987,306000
1987,12,5,12/5/1987,319000
1987,12,12,12/12/1987,317000
1987,12,19,12/19/1987,323000
1987,12,26,12/26/1987,316000
1988,1,2,1/2/1988,315000
1988,1,9,1/9/1988,325000
1988,1,16,1/16/1988,361000
1988,1,23,1/23/1988,335000
1988,1,30,1/30/1988,342000
1988,2,6,2/6/1988,318000
1988,2,13,2/13/1988,311000
1988,2,20,2/20/1988,327000
1988,2,27,2/27/1988,319000
1988,3,5,3/5/1988,307000
1988,3,12,3/12/1988,304000
1988,3,19,3/19/1988,307000
1988,3,26,3/26/1988,304000
1988,4,2,4/2/1988,309000
1988,4,9,4/9/1988,313000
1988,4,16,4/16/1988,314000
1988,4,23,4/23/1988,312000
1988,4,30,4/30/1988,313000
1988,5,7,5/7/1988,309000
1988,5,14,5/14/1988,314000
1988,5,21,5/21/1988,319000
1988,5,28,5/28/1988,313000
1988,6,4,6/4/1988,310000
1988,6,11,6/11/1988,305000
1988,6,18,6/18/1988,311000
1988,6,25,6/25/1988,307000
1988,7,2,7/2/1988,305000
1988,7,9,7/9/1988,303000
1988,7,16,7/16/1988,315000
1988,7,23,7/23/1988,354000
1988,7,30,7/30/1988,331000
1988,8,6,8/6/1988,316000
1988,8,13,8/13/1988,312000
1988,8,20,8/20/1988,316000
1988,8,27,8/27/1988,315000
1988,9,3,9/3/1988,306000
1988,9,10,9/10/1988,305000
1988,9,17,9/17/1988,306000
1988,9,24,9/24/1988,301000
1988,10,1,10/1/1988,292000
1988,10,8,10/8/1988,292000
1988,10,15,10/15/1988,293000
1988,10,22,10/22/1988,286000
1988,10,29,10/29/1988,294000
1988,11,5,11/5/1988,285000
1988,11,12,11/12/1988,284000
1988,11,19,11/19/1988,294000
1988,11,26,11/26/1988,299000
1988,12,3,12/3/1988,298000
1988,12,10,12/10/1988,285000
1988,12,17,12/17/1988,293000
1988,12,24,12/24/1988,286000
1988,12,31,12/31/1988,304000
1989,1,7,1/7/1989,299000
1989,1,14,1/14/1989,283000
1989,1,21,1/21/1989,282000
1989,1,28,1/28/1989,295000
1989,2,4,2/4/1989,288000
1989,2,11,2/11/1989,322000
1989,2,18,2/18/1989,305000
1989,2,25,2/25/1989,300000
1989,3,4,3/4/1989,325000
1989,3,11,3/11/1989,325000
1989,3,18,3/18/1989,319000
1989,3,25,3/25/1989,319000
1989,4,1,4/1/1989,323000
1989,4,8,4/8/1989,314000
1989,4,15,4/15/1989,307000
1989,4,22,4/22/1989,304000
1989,4,29,4/29/1989,311000
1989,5,6,5/6/1989,320000
1989,5,13,5/13/1989,332000
1989,5,20,5/20/1989,321000
1989,5,27,5/27/1989,325000
1989,6,3,6/3/1989,325000
1989,6,10,6/10/1989,332000
1989,6,17,6/17/1989,337000
1989,6,24,6/24/1989,338000
1989,7,1,7/1/1989,349000
1989,7,8,7/8/1989,341000
1989,7,15,7/15/1989,349000
1989,7,22,7/22/1989,332000
1989,7,29,7/29/1989,337000
1989,8,5,8/5/1989,338000
1989,8,12,8/12/1989,341000
1989,8,19,8/19/1989,327000
1989,8,26,8/26/1989,332000
1989,9,2,9/2/1989,329000
1989,9,9,9/9/1989,336000
1989,9,16,9/16/1989,334000
1989,9,23,9/23/1989,334000
1989,9,30,9/30/1989,347000
1989,10,7,10/7/1989,407000
1989,10,14,10/14/1989,345000
1989,10,21,10/21/1989,347000
1989,10,28,10/28/1989,354000
1989,11,4,11/4/1989,333000
1989,11,11,11/11/1989,336000
1989,11,18,11/18/1989,336000
1989,11,25,11/25/1989,342000
1989,12,2,12/2/1989,344000
1989,12,9,12/9/1989,338000
1989,12,16,12/16/1989,355000
1989,12,23,12/23/1989,381000
1989,12,30,12/30/1989,358000
1990,1,6,1/6/1990,355000
1990,1,13,1/13/1990,369000
1990,1,20,1/20/1990,375000
1990,1,27,1/27/1990,345000
1990,2,3,2/3/1990,368000
1990,2,10,2/10/1990,367000
1990,2,17,2/17/1990,348000
1990,2,24,2/24/1990,350000
1990,3,3,3/3/1990,351000
1990,3,10,3/10/1990,349000
1990,3,17,3/17/1990,349000
1990,3,24,3/24/1990,331000
1990,3,31,3/31/1990,346000
1990,4,7,4/7/1990,367000
1990,4,14,4/14/1990,357000
1990,4,21,4/21/1990,360000
1990,4,28,4/28/1990,363000
1990,5,5,5/5/1990,354000
1990,5,12,5/12/1990,355000
1990,5,19,5/19/1990,353000
1990,5,26,5/26/1990,359000
1990,6,2,6/2/1990,368000
1990,6,9,6/9/1990,359000
1990,6,16,6/16/1990,359000
1990,6,23,6/23/1990,362000
1990,6,30,6/30/1990,364000
1990,7,7,7/7/1990,362000
1990,7,14,7/14/1990,367000
1990,7,21,7/21/1990,370000
1990,7,28,7/28/1990,369000
1990,8,4,8/4/1990,369000
1990,8,11,8/11/1990,381000
1990,8,18,8/18/1990,393000
1990,8,25,8/25/1990,394000
1990,9,1,9/1/1990,392000
1990,9,8,9/8/1990,390000
1990,9,15,9/15/1990,395000
1990,9,22,9/22/1990,389000
1990,9,29,9/29/1990,404000
1990,10,6,10/6/1990,404000
1990,10,13,10/13/1990,422000
1990,10,20,10/20/1990,435000
1990,10,27,10/27/1990,440000
1990,11,3,11/3/1990,430000
1990,11,10,11/10/1990,448000
1990,11,17,11/17/1990,447000
1990,11,24,11/24/1990,462000
1990,12,1,12/1/1990,451000
1990,12,8,12/8/1990,449000
1990,12,15,12/15/1990,447000
1990,12,22,12/22/1990,474000
1990,12,29,12/29/1990,454000
1991,1,5,1/5/1991,415000
1991,1,12,1/12/1991,437000
1991,1,19,1/19/1991,445000
1991,1,26,1/26/1991,462000
1991,2,2,2/2/1991,483000
1991,2,9,2/9/1991,480000
1991,2,16,2/16/1991,474000
1991,2,23,2/23/1991,499000
1991,3,2,3/2/1991,488000
1991,3,9,3/9/1991,499000
1991,3,16,3/16/1991,498000
1991,3,23,3/23/1991,509000
1991,3,30,3/30/1991,499000
1991,4,6,4/6/1991,452000
1991,4,13,4/13/1991,477000
1991,4,20,4/20/1991,478000
1991,4,27,4/27/1991,462000
1991,5,4,5/4/1991,451000
1991,5,11,5/11/1991,446000
1991,5,18,5/18/1991,448000
1991,5,25,5/25/1991,443000
1991,6,1,6/1/1991,432000
1991,6,8,6/8/1991,441000
1991,6,15,6/15/1991,429000
1991,6,22,6/22/1991,423000
1991,6,29,6/29/1991,418000
1991,7,6,7/6/1991,422000
1991,7,13,7/13/1991,420000
1991,7,20,7/20/1991,408000
1991,7,27,7/27/1991,423000
1991,8,3,8/3/1991,438000
1991,8,10,8/10/1991,437000
1991,8,17,8/17/1991,433000
1991,8,24,8/24/1991,425000
1991,8,31,8/31/1991,425000
1991,9,7,9/7/1991,424000
1991,9,14,9/14/1991,418000
1991,9,21,9/21/1991,419000
1991,9,28,9/28/1991,437000
1991,10,5,10/5/1991,424000
1991,10,12,10/12/1991,425000
1991,10,19,10/19/1991,419000
1991,10,26,10/26/1991,423000
1991,11,2,11/2/1991,447000
1991,11,9,11/9/1991,453000
1991,11,16,11/16/1991,439000
1991,11,23,11/23/1991,444000
1991,11,30,11/30/1991,444000
1991,12,7,12/7/1991,475000
1991,12,14,12/14/1991,475000
1991,12,21,12/21/1991,436000
1991,12,28,12/28/1991,441000
1992,1,4,1/4/1992,432000
1992,1,11,1/11/1992,440000
1992,1,18,1/18/1992,443000
1992,1,25,1/25/1992,441000
1992,2,1,2/1/1992,440000
1992,2,8,2/8/1992,445000
1992,2,15,2/15/1992,446000
1992,2,22,2/22/1992,436000
1992,2,29,2/29/1992,444000
1992,3,7,3/7/1992,421000
1992,3,14,3/14/1992,437000
1992,3,21,3/21/1992,440000
1992,3,28,3/28/1992,420000
1992,4,4,4/4/1992,412000
1992,4,11,4/11/1992,413000
1992,4,18,4/18/1992,424000
1992,4,25,4/25/1992,424000
1992,5,2,5/2/1992,431000
1992,5,9,5/9/1992,417000
1992,5,16,5/16/1992,414000
1992,5,23,5/23/1992,414000
1992,5,30,5/30/1992,411000
1992,6,6,6/6/1992,416000
1992,6,13,6/13/1992,420000
1992,6,20,6/20/1992,419000
1992,6,27,6/27/1992,420000
1992,7,4,7/4/1992,407000
1992,7,11,7/11/1992,408000
1992,7,18,7/18/1992,392000
1992,7,25,7/25/1992,564000
1992,8,1,8/1/1992,423000
1992,8,8,8/8/1992,406000
1992,8,15,8/15/1992,401000
1992,8,22,8/22/1992,398000
1992,8,29,8/29/1992,408000
1992,9,5,9/5/1992,416000
1992,9,12,9/12/1992,416000
1992,9,19,9/19/1992,427000
1992,9,26,9/26/1992,409000
1992,10,3,10/3/1992,398000
1992,10,10,10/10/1992,374000
1992,10,17,10/17/1992,385000
1992,10,24,10/24/1992,367000
1992,10,31,10/31/1992,365000
1992,11,7,11/7/1992,374000
1992,11,14,11/14/1992,377000
1992,11,21,11/21/1992,357000
1992,11,28,11/28/1992,341000
1992,12,5,12/5/1992,350000
1992,12,12,12/12/1992,359000
1992,12,19,12/19/1992,334000
1992,12,26,12/26/1992,313000
1993,1,2,1/2/1993,341000
1993,1,9,1/9/1993,354000
1993,1,16,1/16/1993,352000
1993,1,23,1/23/1993,341000
1993,1,30,1/30/1993,340000
1993,2,6,2/6/1993,319000
1993,2,13,2/13/1993,321000
1993,2,20,2/20/1993,351000
1993,2,27,2/27/1993,362000
1993,3,6,3/6/1993,354000
1993,3,13,3/13/1993,346000
1993,3,20,3/20/1993,338000
1993,3,27,3/27/1993,366000
1993,4,3,4/3/1993,365000
1993,4,10,4/10/1993,353000
1993,4,17,4/17/1993,351000
1993,4,24,4/24/1993,350000
1993,5,1,5/1/1993,343000
1993,5,8,5/8/1993,339000
1993,5,15,5/15/1993,345000
1993,5,22,5/22/1993,342000
1993,5,29,5/29/1993,349000
1993,6,5,6/5/1993,343000
1993,6,12,6/12/1993,343000
1993,6,19,6/19/1993,345000
1993,6,26,6/26/1993,340000
1993,7,3,7/3/1993,334000
1993,7,10,7/10/1993,314000
1993,7,17,7/17/1993,335000
1993,7,24,7/24/1993,415000
1993,7,31,7/31/1993,356000
1993,8,7,8/7/1993,346000
1993,8,14,8/14/1993,339000
1993,8,21,8/21/1993,342000
1993,8,28,8/28/1993,337000
1993,9,4,9/4/1993,334000
1993,9,11,9/11/1993,333000
1993,9,18,9/18/1993,346000
1993,9,25,9/25/1993,343000
1993,10,2,10/2/1993,333000
1993,10,9,10/9/1993,355000
1993,10,16,10/16/1993,359000
1993,10,23,10/23/1993,354000
1993,10,30,10/30/1993,348000
1993,11,6,11/6/1993,350000
1993,11,13,11/13/1993,341000
1993,11,20,11/20/1993,336000
1993,11,27,11/27/1993,337000
1993,12,4,12/4/1993,337000
1993,12,11,12/11/1993,334000
1993,12,18,12/18/1993,331000
1993,12,25,12/25/1993,290000
1994,1,1,1/1/1994,341000
1994,1,8,1/8/1994,343000
1994,1,15,1/15/1994,355000
1994,1,22,1/22/1994,351000
1994,1,29,1/29/1994,406000
1994,2,5,2/5/1994,361000
1994,2,12,2/12/1994,354000
1994,2,19,2/19/1994,352000
1994,2,26,2/26/1994,327000
1994,3,5,3/5/1994,348000
1994,3,12,3/12/1994,341000
1994,3,19,3/19/1994,332000
1994,3,26,3/26/1994,322000
1994,4,2,4/2/1994,342000
1994,4,9,4/9/1994,349000
1994,4,16,4/16/1994,354000
1994,4,23,4/23/1994,331000
1994,4,30,4/30/1994,344000
1994,5,7,5/7/1994,371000
1994,5,14,5/14/1994,360000
1994,5,21,5/21/1994,357000
1994,5,28,5/28/1994,348000
1994,6,4,6/4/1994,345000
1994,6,11,6/11/1994,338000
1994,6,18,6/18/1994,336000
1994,6,25,6/25/1994,341000
1994,7,2,7/2/1994,334000
1994,7,9,7/9/1994,341000
1994,7,16,7/16/1994,359000
1994,7,23,7/23/1994,345000
1994,7,30,7/30/1994,332000
1994,8,6,8/6/1994,338000
1994,8,13,8/13/1994,335000
1994,8,20,8/20/1994,331000
1994,8,27,8/27/1994,341000
1994,9,3,9/3/1994,339000
1994,9,10,9/10/1994,331000
1994,9,17,9/17/1994,326000
1994,9,24,9/24/1994,325000
1994,10,1,10/1/1994,330000
1994,10,8,10/8/1994,341000
1994,10,15,10/15/1994,335000
1994,10,22,10/22/1994,330000
1994,10,29,10/29/1994,331000
1994,11,5,11/5/1994,328000
1994,11,12,11/12/1994,329000
1994,11,19,11/19/1994,326000
1994,11,26,11/26/1994,329000
1994,12,3,12/3/1994,324000
1994,12,10,12/10/1994,329000
1994,12,17,12/17/1994,330000
1994,12,24,12/24/1994,314000
1994,12,31,12/31/1994,319000
1995,1,7,1/7/1995,338000
1995,1,14,1/14/1995,347000
1995,1,21,1/21/1995,325000
1995,1,28,1/28/1995,324000
1995,2,4,2/4/1995,324000
1995,2,11,2/11/1995,348000
1995,2,18,2/18/1995,343000
1995,2,25,2/25/1995,336000
1995,3,4,3/4/1995,339000
1995,3,11,3/11/1995,347000
1995,3,18,3/18/1995,343000
1995,3,25,3/25/1995,332000
1995,4,1,4/1/1995,335000
1995,4,8,4/8/1995,347000
1995,4,15,4/15/1995,355000
1995,4,22,4/22/1995,349000
1995,4,29,4/29/1995,365000
1995,5,6,5/6/1995,364000
1995,5,13,5/13/1995,366000
1995,5,20,5/20/1995,377000
1995,5,27,5/27/1995,374000
1995,6,3,6/3/1995,362000
1995,6,10,6/10/1995,367000
1995,6,17,6/17/1995,378000
1995,6,24,6/24/1995,358000
1995,7,1,7/1/1995,355000
1995,7,8,7/8/1995,372000
1995,7,15,7/15/1995,389000
1995,7,22,7/22/1995,390000
1995,7,29,7/29/1995,351000
1995,8,5,8/5/1995,351000
1995,8,12,8/12/1995,353000
1995,8,19,8/19/1995,362000
1995,8,26,8/26/1995,359000
1995,9,2,9/2/1995,355000
1995,9,9,9/9/1995,371000
1995,9,16,9/16/1995,376000
1995,9,23,9/23/1995,353000
1995,9,30,9/30/1995,355000
1995,10,7,10/7/1995,374000
1995,10,14,10/14/1995,369000
1995,10,21,10/21/1995,366000
1995,10,28,10/28/1995,377000
1995,11,4,11/4/1995,380000
1995,11,11,11/11/1995,370000
1995,11,18,11/18/1995,379000
1995,11,25,11/25/1995,379000
1995,12,2,12/2/1995,373000
1995,12,9,12/9/1995,346000
1995,12,16,12/16/1995,373000
1995,12,23,12/23/1995,374000
1995,12,30,12/30/1995,359000
1996,1,6,1/6/1996,361000
1996,1,13,1/13/1996,333000
1996,1,20,1/20/1996,415000
1996,1,27,1/27/1996,387000
1996,2,3,2/3/1996,374000
1996,2,10,2/10/1996,387000
1996,2,17,2/17/1996,383000
1996,2,24,2/24/1996,365000
1996,3,2,3/2/1996,368000
1996,3,9,3/9/1996,361000
1996,3,16,3/16/1996,384000
1996,3,23,3/23/1996,426000
1996,3,30,3/30/1996,393000
1996,4,6,4/6/1996,369000
1996,4,13,4/13/1996,357000
1996,4,20,4/20/1996,368000
1996,4,27,4/27/1996,343000
1996,5,4,5/4/1996,338000
1996,5,11,5/11/1996,352000
1996,5,18,5/18/1996,345000
1996,5,25,5/25/1996,343000
1996,6,1,6/1/1996,340000
1996,6,8,6/8/1996,351000
1996,6,15,6/15/1996,342000
1996,6,22,6/22/1996,341000
1996,6,29,6/29/1996,337000
1996,7,6,7/6/1996,342000
1996,7,13,7/13/1996,347000
1996,7,20,7/20/1996,332000
1996,7,27,7/27/1996,327000
1996,8,3,8/3/1996,326000
1996,8,10,8/10/1996,331000
1996,8,17,8/17/1996,336000
1996,8,24,8/24/1996,337000
1996,8,31,8/31/1996,329000
1996,9,7,9/7/1996,333000
1996,9,14,9/14/1996,338000
1996,9,21,9/21/1996,352000
1996,9,28,9/28/1996,348000
1996,10,5,10/5/1996,335000
1996,10,12,10/12/1996,334000
1996,10,19,10/19/1996,335000
1996,10,26,10/26/1996,352000
1996,11,2,11/2/1996,334000
1996,11,9,11/9/1996,327000
1996,11,16,11/16/1996,342000
1996,11,23,11/23/1996,347000
1996,11,30,11/30/1996,332000
1996,12,7,12/7/1996,355000
1996,12,14,12/14/1996,352000
1996,12,21,12/21/1996,350000
1996,12,28,12/28/1996,357000
1997,1,4,1/4/1997,347000
1997,1,11,1/11/1997,324000
1997,1,18,1/18/1997,345000
1997,1,25,1/25/1997,340000
1997,2,1,2/1/1997,333000
1997,2,8,2/8/1997,315000
1997,2,15,2/15/1997,313000
1997,2,22,2/22/1997,322000
1997,3,1,3/1/1997,321000
1997,3,8,3/8/1997,317000
1997,3,15,3/15/1997,319000
1997,3,22,3/22/1997,315000
1997,3,29,3/29/1997,325000
1997,4,5,4/5/1997,325000
1997,4,12,4/12/1997,330000
1997,4,19,4/19/1997,316000
1997,4,26,4/26/1997,337000
1997,5,3,5/3/1997,342000
1997,5,10,5/10/1997,318000
1997,5,17,5/17/1997,322000
1997,5,24,5/24/1997,316000
1997,5,31,5/31/1997,321000
1997,6,7,6/7/1997,329000
1997,6,14,6/14/1997,335000
1997,6,21,6/21/1997,316000
1997,6,28,6/28/1997,322000
1997,7,5,7/5/1997,346000
1997,7,12,7/12/1997,328000
1997,7,19,7/19/1997,301000
1997,7,26,7/26/1997,306000
1997,8,2,8/2/1997,320000
1997,8,9,8/9/1997,329000
1997,8,16,8/16/1997,343000
1997,8,23,8/23/1997,327000
1997,8,30,8/30/1997,332000
1997,9,6,9/6/1997,313000
1997,9,13,9/13/1997,314000
1997,9,20,9/20/1997,317000
1997,9,27,9/27/1997,317000
1997,10,4,10/4/1997,311000
1997,10,11,10/11/1997,305000
1997,10,18,10/18/1997,318000
1997,10,25,10/25/1997,306000
1997,11,1,11/1/1997,313000
1997,11,8,11/8/1997,308000
1997,11,15,11/15/1997,325000
1997,11,22,11/22/1997,309000
1997,11,29,11/29/1997,318000
1997,12,6,12/6/1997,317000
1997,12,13,12/13/1997,323000
1997,12,20,12/20/1997,310000
1997,12,27,12/27/1997,303000
1998,1,3,1/3/1998,312000
1998,1,10,1/10/1998,331000
1998,1,17,1/17/1998,341000
1998,1,24,1/24/1998,307000
1998,1,31,1/31/1998,315000
1998,2,7,2/7/1998,311000
1998,2,14,2/14/1998,321000
1998,2,21,2/21/1998,327000
1998,2,28,2/28/1998,317000
1998,3,7,3/7/1998,308000
1998,3,14,3/14/1998,319000
1998,3,21,3/21/1998,321000
1998,3,28,3/28/1998,312000
1998,4,4,4/4/1998,312000
1998,4,11,4/11/1998,304000
1998,4,18,4/18/1998,317000
1998,4,25,4/25/1998,311000
1998,5,2,5/2/1998,304000
1998,5,9,5/9/1998,306000
1998,5,16,5/16/1998,315000
1998,5,23,5/23/1998,309000
1998,5,30,5/30/1998,322000
1998,6,6,6/6/1998,306000
1998,6,13,6/13/1998,321000
1998,6,20,6/20/1998,349000
1998,6,27,6/27/1998,376000
1998,7,4,7/4/1998,362000
