Year,Month,Day,Date,Claims
2014,10,25,10/25/2014,291000
2014,11,1,11/1/2014,280000
2014,11,8,11/8/2014,291000
2014,11,15,11/15/2014,293000
2014,11,22,11/22/2014,303000
2014,11,29,11/29/2014,291000
2014,12,6,12/6/2014,291000
2014,12,13,12/13/2014,286000
2014,12,20,12/20/2014,276000
2014,12,27,12/27/2014,285000
2015,1,3,1/3/2015,294000
2015,1,10,1/10/2015,304000
2015,1,17,1/17/2015,298000
2015,1,24,1/24/2015,261000
2015,1,31,1/31/2015,281000
2015,2,7,2/7/2015,298000
2015,2,14,2/14/2015,285000
2015,2,21,2/21/2015,305000
2015,2,28,2/28/2015,317000
2015,3,7,3/7/2015,293000
2015,3,14,3/14/2015,290000
2015,3,21,3/21/2015,284000
2015,3,28,3/28/2015,269000
2015,4,4,4/4/2015,282000
2015,4,11,4/11/2015,298000
2015,4,18,4/18/2015,295000
2015,4,25,4/25/2015,269000
2015,5,2,5/2/2015,267000
2015,5,9,5/9/2015,271000
2015,5,16,5/16/2015,276000
2015,5,23,5/23/2015,281000
2015,5,30,5/30/2015,275000
2015,6,6,6/6/2015,278000
2015,6,13,6/13/2015,269000
2015,6,20,6/20/2015,273000
2015,6,27,6/27/2015,275000
2015,7,4,7/4/2015,292000
2015,7,11,7/11/2015,285000
2015,7,18,7/18/2015,265000
2015,7,25,7/25/2015,269000
2015,8,1,8/1/2015,270000
2015,8,8,8/8/2015,274000
2015,8,15,8/15/2015,279000
2015,8,22,8/22/2015,274000
2015,8,29,8/29/2015,279000
2015,9,5,9/5/2015,273000
2015,9,12,9/12/2015,264000
2015,9,19,9/19/2015,269000
2015,9,26,9/26/2015,272000
2015,10,3,10/3/2015,267000
2015,10,10,10/10/2015,265000
2015,10,17,10/17/2015,264000
2015,10,24,10/24/2015,264000
2015,10,31,10/31/2015,275000
2015,11,7,11/7/2015,276000
2015,11,14,11/14/2015,272000
2015,11,21,11/21/2015,261000
2015,11,28,11/28/2015,265000
2015,12,5,12/5/2015,280000
2015,12,12,12/12/2015,268000
2015,12,19,12/19/2015,260000
2015,12,26,12/26/2015,276000
2016,1,2,1/2/2016,273000
2016,1,9,1/9/2016,284000
2016,1,16,1/16/2016,290000
2016,1,23,1/23/2016,269000
2016,1,30,1/30/2016,281000
2016,2,6,2/6/2016,265000
2016,2,13,2/13/2016,263000
2016,2,20,2/20/2016,272000
2016,2,27,2/27/2016,269000
2016,3,5,3/5/2016,257000
2016,3,12,3/12/2016,263000
2016,3,19,3/19/2016,264000
2016,3,26,3/26/2016,273000
2016,4,2,4/2/2016,272000
2016,4,9,4/9/2016,263000
2016,4,16,4/16/2016,255000
2016,4,23,4/23/2016,259000
2016,4,30,4/30/2016,277000
2016,5,7,5/7/2016,290000
2016,5,14,5/14/2016,279000
2016,5,21,5/21/2016,268000
2016,5,28,5/28/2016,264000
2016,6,4,6/4/2016,265000
2016,6,11,6/11/2016,273000
2016,6,18,6/18/2016,261000
2016,6,25,6/25/2016,262000
2016,7,2,7/2/2016,256000
2016,7,9,7/9/2016,257000
2016,7,16,7/16/2016,260000
2016,7,23,7/23/2016,264000
2016,7,30,7/30/2016,266000
2016,8,6,8/6/2016,266000
2016,8,13,8/13/2016,265000
2016,8,20,8/20/2016,265000
2016,8,27,8/27/2016,262000
2016,9,3,9/3/2016,257000
2016,9,10,9/10/2016,253000
2016,9,17,9/17/2016,252000
2016,9,24,9/24/2016,247000
2016,10,1,10/1/2016,246000
2016,10,8,10/8/2016,251000
2016,10,15,10/15/2016,264000
2016,10,22,10/22/2016,257000
2016,10,29,10/29/2016,265000
2016,11,5,11/5/2016,251000
2016,11,12,11/12/2016,232000
2016,11,19,11/19/2016,248000
2016,11,26,11/26/2016,260000
2016,12,3,12/3/2016,252000
2016,12,10,12/10/2016,251000
2016,12,17,12/17/2016,262000
2016,12,24,12/24/2016,254000
2016,12,31,12/31/2016,236000
2017,1,7,1/7/2017,244000
2017,1,14,1/14/2017,246000
2017,1,21,1/21/2017,256000
2017,1,28,1/28/2017,241000
2017,2,4,2/4/2017,236000
2017,2,11,2/11/2017,242000
2017,2,18,2/18/2017,247000
2017,2,25,2/25/2017,232000
2017,3,4,3/4/2017,246000
2017,3,11,3/11/2017,244000
2017,3,18,3/18/2017,255000
2017,3,25,3/25/2017,256000
2017,4,1,4/1/2017,236000
2017,4,8,4/8/2017,237000
2017,4,15,4/15/2017,244000
2017,4,22,4/22/2017,251000
2017,4,29,4/29/2017,241000
2017,5,6,5/6/2017,237000
2017,5,13,5/13/2017,237000
2017,5,20,5/20/2017,234000
2017,5,27,5/27/2017,251000
2017,6,3,6/3/2017,244000
2017,6,10,6/10/2017,238000
2017,6,17,6/17/2017,243000
2017,6,24,6/24/2017,237000
2017,7,1,7/1/2017,248000
2017,7,8,7/8/2017,248000
2017,7,15,7/15/2017,241000
2017,7,22,7/22/2017,245000
2017,7,29,7/29/2017,242000
2017,8,5,8/5/2017,246000
2017,8,12,8/12/2017,236000
2017,8,19,8/19/2017,241000
2017,8,26,8/26/2017,239000
2017,9,2,9/2/2017,299000
2017,9,9,9/9/2017,275000
2017,9,16,9/16/2017,260000
2017,9,23,9/23/2017,262000
2017,9,30,9/30/2017,255000
2017,10,7,10/7/2017,246000
2017,10,14,10/14/2017,232000
2017,10,21,10/21/2017,236000
2017,10,28,10/28/2017,235000
2017,11,4,11/4/2017,240000
2017,11,11,11/11/2017,246000
2017,11,18,11/18/2017,238000
2017,11,25,11/25/2017,237000
2017,12,2,12/2/2017,235000
2017,12,9,12/9/2017,226000
2017,12,16,12/16/2017,242000
2017,12,23,12/23/2017,242000
2017,12,30,12/30/2017,243000
2018,1,6,1/6/2018,251000
2018,1,13,1/13/2018,229000
2018,1,20,1/20/2018,237000
2018,1,27,1/27/2018,221000
2018,2,3,2/3/2018,221000
2018,2,10,2/10/2018,224000
2018,2,17,2/17/2018,220000
2018,2,24,2/24/2018,215000
2018,3,3,3/3/2018,226000
2018,3,10,3/10/2018,223000
2018,3,17,3/17/2018,224000
2018,3,24,3/24/2018,220000
2018,3,31,3/31/2018,237000
2018,4,7,4/7/2018,234000
2018,4,14,4/14/2018,235000
2018,4,21,4/21/2018,207000
2018,4,28,4/28/2018,212000
2018,5,5,5/5/2018,210000
2018,5,12,5/12/2018,224000
2018,5,19,5/19/2018,230000
2018,5,26,5/26/2018,221000
2018,6,2,6/2/2018,221000
2018,6,9,6/9/2018,218000
2018,6,16,6/16/2018,220000
2018,6,23,6/23/2018,220000
2018,6,30,6/30/2018,228000
2018,7,7,7/7/2018,215000
2018,7,14,7/14/2018,212000
2018,7,21,7/21/2018,220000
2018,7,28,7/28/2018,218000
2018,8,4,8/4/2018,218000
2018,8,11,8/11/2018,213000
2018,8,18,8/18/2018,216000
2018,8,25,8/25/2018,214000
2018,9,1,9/1/2018,210000
2018,9,8,9/8/2018,211000
2018,9,15,9/15/2018,213000
2018,9,22,9/22/2018,212000
2018,9,29,9/29/2018,217000
2018,10,6,10/6/2018,213000
2018,10,13,10/13/2018,213000
2018,10,20,10/20/2018,219000
2018,10,27,10/27/2018,217000
2018,11,3,11/3/2018,217000
2018,11,10,11/10/2018,218000
2018,11,17,11/17/2018,222000
2018,11,24,11/24/2018,232000
2018,12,1,12/1/2018,232000
2018,12,8,12/8/2018,203000
2018,12,15,12/15/2018,216000
2018,12,22,12/22/2018,219000
2018,12,29,12/29/2018,228000
2019,1,5,1/5/2019,220000
2019,1,12,1/12/2019,216000
2019,1,19,1/19/2019,209000
2019,1,26,1/26/2019,236000
2019,2,2,2/2/2019,230000
2019,2,9,2/9/2019,228000
2019,2,16,2/16/2019,218000
2019,2,23,2/23/2019,224000
2019,3,2,3/2/2019,220000
2019,3,9,3/9/2019,224000
2019,3,16,3/16/2019,219000
2019,3,23,3/23/2019,215000
2019,3,30,3/30/2019,211000
2019,4,6,4/6/2019,203000
2019,4,13,4/13/2019,203000
2019,4,20,4/20/2019,226000
2019,4,27,4/27/2019,230000
2019,5,4,5/4/2019,225000
2019,5,11,5/11/2019,217000
2019,5,18,5/18/2019,213000
2019,5,25,5/25/2019,218000
2019,6,1,6/1/2019,220000
2019,6,8,6/8/2019,220000
2019,6,15,6/15/2019,219000
2019,6,22,6/22/2019,224000
2019,6,29,6/29/2019,222000
2019,7,6,7/6/2019,211000
2019,7,13,7/13/2019,217000
2019,7,20,7/20/2019,211000
2019,7,27,7/27/2019,216000
2019,8,3,8/3/2019,214000
2019,8,10,8/10/2019,218000
2019,8,17,8/17/2019,215000
2019,8,24,8/24/2019,215000
2019,8,31,8/31/2019,219000
2019,9,7,9/7/2019,208000
2019,9,14,9/14/2019,211000
2019,9,21,9/21/2019,215000
2019,9,28,9/28/2019,218000
2019,10,5,10/5/2019,212000
2019,10,12,10/12/2019,218000
2019,10,19,10/19/2019,213000
2019,10,26,10/26/2019,217000
2019,11,2,11/2/2019,212000
2019,11,9,11/9/2019,222000
2019,11,16,11/16/2019,223000
2019,11,23,11/23/2019,211000
2019,11,30,11/30/2019,206000
2019,12,7,12/7/2019,237000
2019,12,14,12/14/2019,229000
2019,12,21,12/21/2019,218000
2019,12,28,12/28/2019,220000
2020,1,4,1/4/2020,212000
2020,1,11,1/11/2020,207000
2020,1,18,1/18/2020,220000
2020,1,25,1/25/2020,212000
2020,2,1,2/1/2020,201000
2020,2,8,2/8/2020,204000
2020,2,15,2/15/2020,215000
2020,2,22,2/22/2020,220000
2020,2,29,2/29/2020,217000
2020,3,7,3/7/2020,211000
2020,3,14,3/14/2020,282000
2020,3,21,3/21/2020,3307000
2020,3,28,3/28/2020,6867000
2020,4,4,4/4/2020,6615000
2020,4,11,4/11/2020,5237000
2020,4,18,4/18/2020,4442000
2020,4,25,4/25/2020,3867000
2020,5,2,5/2/2020,3176000
2020,5,9,5/9/2020,2687000
2020,5,16,5/16/2020,2446000
2020,5,23,5/23/2020,2123000
2020,5,30,5/30/2020,1897000
2020,6,6,6/6/2020,1566000
2020,6,13,6/13/2020,1540000
2020,6,20,6/20/2020,1482000
2020,6,27,6/27/2020,1408000
2020,7,4,7/4/2020,1310000
2020,7,11,7/11/2020,1308000
2020,7,18,7/18/2020,1422000
2020,7,25,7/25/2020,1435000
2020,8,1,8/1/2020,1191000
2020,8,8,8/8/2020,971000
2020,8,15,8/15/2020,1104000
2020,8,22,8/22/2020,1011000
2020,8,29,8/29/2020,881000
